City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
229,praia da vitoria,38.7333,-27.0667,290.29,88,20,2.94,PT,1714861998
230,klaksvik,62.2266,-6.589,281.66,99,97,5.79,FO,1714862120
231,st. john's,47.5649,-52.7093,276.3,93,100,8.05,CA,1714862120
232,lata,40.1629,-8.3327,288.66,98,55,1.89,PT,1714862120
233,kirakira,-10.4544,161.9205,301.39,84,99,2.76,SB,1714862120
234,isafjordur,66.0755,-23.124,275.64,71,20,2.13,IS,1714862121
235,morehead city,34.7229,-76.726,298.19,76,0,2.57,US,1714862121
236,wanning,18.8003,110.3967,298.86,90,83,2.73,CN,1714862121
237,wynyard,-41.0,145.7167,285.64,64,1,1.86,AU,1714862121
238,montijo,38.7067,-8.9739,291.25,91,75,4.12,PT,1714862121
239,bathsheba,13.2167,-59.5167,301.49,83,20,6.69,BB,1714862121
240,howrah,22.5892,88.3103,303.15,84,40,5.66,IN,1714862121
241,berbera,10.4396,45.0143,302.86,79,100,2.51,SO,1714862121
242,chikwawa,-16.0335,34.8009,293.09,89,5,1.53,MW,1714862121
243,ust-nera,64.5667,143.2,273.98,83,95,1.47,RU,1714862121
244,smithers,54.7804,-127.1743,291.33,32,40,2.57,CA,1714862108
245,lampang,18.3333,99.5,299.6,56,36,0.95,TH,1714862121
246,padang,-0.9492,100.3543,300.18,79,99,2.18,ID,1714862121
247,taoudenni,22.6783,-3.9836,303.98,6,0,4.77,ML,1714862121
248,vadso,70.0744,29.7487,272.64,74,75,9.26,NO,1714862121
249,lianshan,40.7643,120.8533,286.84,62,100,2.65,CN,1714862121
250,ringim,12.1548,9.1619,304.72,19,11,2.2,NG,1714862122
251,lebu,-37.6167,-73.65,283.79,81,93,4.1,CL,1714862122
252,shimanovsk,52.0,127.7,280.81,58,83,4.86,RU,1714861939
253,kankan,10.3854,-9.3057,306.24,37,82,3.15,GN,1714862122
254,floro,61.5996,5.0328,284.19,93,75,2.06,NO,1714862122
255,aegina,37.7467,23.4275,290.48,67,48,11.15,GR,1714862122
256,devonport,-41.1667,146.35,284.6,66,5,2.3,AU,1714862122
257,levuka,50.1834,-105.4011,286.99,43,88,0.7,CA,1714862122
258,nuku'alofa,-21.1333,-175.2,299.34,83,75,6.69,TO,1714862122
259,kaoma,-14.7833,24.8,289.2,61,21,2.48,ZM,1714862122
260,kingman,35.1894,-114.053,302.14,14,0,9.26,US,1714862123
261,susuman,62.7833,148.1667,269.81,85,36,0.89,RU,1714862123
262,ataq,14.5377,46.8319,296.15,84,77,5.39,YE,1714862123
263,al bawiti,28.3492,28.8659,296.76,26,100,2.81,EG,1714862123
264,longgang,37.6508,120.3286,284.31,94,100,4.66,CN,1714862123
265,tateyama,34.9833,139.8667,294.32,73,10,5.98,JP,1714862123
266,margate,51.3813,1.3862,281.87,86,11,2.37,GB,1714862038
267,pandan,14.0453,124.1694,301.44,79,56,2.85,PH,1714862123
268,ilhabela,-23.7781,-45.3581,296.95,82,1,1.52,BR,1714862123
269,taghazout,30.5426,-9.7112,289.58,75,3,3.74,MA,1714862123
270,saquarema,-22.92,-42.5103,296.58,86,0,4.03,BR,1714862123
271,piti village,13.4626,144.6933,302.43,80,75,4.63,GU,1714862123
272,prado,-17.3411,-39.2208,298.25,86,17,2.95,BR,1714862123
273,happy valley-goose bay,53.3168,-60.3315,279.32,65,75,2.57,CA,1714862123
274,ulladulla,-35.35,150.4667,288.15,85,100,4.17,AU,1714862123
275,nova sintra,14.8667,-24.7167,296.86,78,1,4.33,CV,1714862005
